student_id,stress_level,cognitive_performance,number sequences marks,perimeter marks,ratio marks,fractions/decimals marks,indices marks,algebra marks,angles marks,volume and capacity marks,area marks,probability marks,recommended_lesson
S01166,Medium,Average,8,9,5,6,5,8,6,6,6,7,ratio 
S01167,Medium,Average,6,7,9,7,9,9,5,5,7,7,angles 
S01168,Medium,Average,6,6,7,7,3,6,4,3,3,4,indices 
S01169,Medium,Low,5,5,7,4,3,3,7,6,7,3,indices 
S01170,Low,High,8,10,9,7,10,10,10,10,8,9,fractions/decimals 
S01171,High,Average,3,6,3,3,5,6,4,5,5,4,number sequences 
S01172,High,Low,0,0,1,0,0,0,1,0,0,1,number sequences 
S01173,High,Average,3,0,3,2,1,3,3,3,4,1,perimeter 
S01174,Medium,Average,2,4,6,3,6,6,4,6,2,4,number sequences 
S01175,Medium,Low,5,6,9,6,8,9,7,7,9,8,number sequences 
S01176,Medium,Average,5,6,4,6,8,4,7,5,7,5,ratio 
S01177,High,Average,0,3,0,0,0,2,4,3,3,3,number sequences 
S01178,Low,Very High,6,6,7,7,7,7,9,9,5,8,area 
S01179,Medium,Very High,4,6,7,5,4,4,7,8,5,4,number sequences 
S01180,Medium,High,6,3,4,7,4,6,6,3,7,7,perimeter 
S01181,High,Low,1,2,4,2,1,1,3,2,2,1,number sequences 
S01182,Medium,Average,5,5,5,7,5,8,7,8,8,7,number sequences 
S01183,Medium,High,4,4,6,7,6,7,4,8,6,5,number sequences 
S01184,Medium,High,5,6,4,7,6,3,7,5,7,4,algebra 
S01185,High,Low,4,1,3,5,2,2,2,3,4,2,perimeter 
S01186,High,Average,2,3,4,2,4,5,4,3,4,3,number sequences 
S01187,High,Average,1,0,1,2,3,2,0,2,2,1,perimeter 
S01188,Low,High,10,10,10,7,9,9,9,7,10,8,fractions/decimals 
S01189,High,Average,0,0,0,2,0,1,1,2,1,2,number sequences 
S01190,Low,Average,5,5,4,5,2,3,5,3,3,4,indices 
S01191,High,High,2,5,6,2,3,6,5,5,6,3,number sequences 
S01192,Medium,High,6,7,6,4,5,6,7,7,8,5,fractions/decimals 
S01193,High,Average,1,3,3,0,0,3,1,2,2,2,fractions/decimals 
S01194,High,Low,0,0,3,2,4,4,3,1,4,4,number sequences 
S01195,High,Low,2,3,2,2,4,5,4,6,6,2,number sequences 
S01196,Medium,High,8,8,6,6,5,7,6,6,4,7,area 
S01197,Low,Very High,10,9,8,7,10,9,8,9,8,10,fractions/decimals 
S01198,Medium,Average,6,3,6,6,6,4,5,6,4,5,perimeter 
S01199,Medium,Average,5,6,3,6,4,6,2,4,6,4,angles 
S01200,High,Low,0,3,0,0,2,4,3,1,2,4,number sequences 
S01201,Medium,High,4,3,3,7,5,7,4,4,5,3,perimeter 
S01202,Low,Very High,6,8,8,5,6,7,9,6,6,9,fractions/decimals 
S01203,Low,Average,5,7,3,3,4,3,3,3,4,3,ratio 
S01204,Medium,Average,8,8,5,8,8,5,6,7,8,8,ratio 
S01205,High,High,5,4,5,7,4,5,5,7,8,4,perimeter 
S01206,High,High,7,8,8,7,8,4,5,8,6,8,algebra 
S01207,Low,High,8,5,5,5,5,7,8,6,8,7,perimeter 
S01208,High,Low,1,4,4,3,4,1,4,1,2,4,number sequences 
S01209,Low,High,7,6,9,8,8,10,10,6,6,10,perimeter 
S01210,Low,High,7,8,6,7,7,8,10,9,8,10,ratio 
S01211,Medium,Average,4,6,8,4,8,5,5,6,7,7,number sequences 
S01212,Medium,Average,3,7,6,7,4,7,6,4,3,7,number sequences 
S01213,High,High,6,5,8,5,9,9,6,5,6,7,perimeter 
S01214,High,High,4,7,4,4,3,4,7,4,3,5,indices 
S01215,Medium,High,8,6,7,9,5,5,5,6,7,6,indices 
S01216,Low,High,9,6,5,7,6,8,9,8,8,9,ratio 
S01217,Medium,High,5,6,8,6,9,8,5,8,5,6,number sequences 
S01218,Low,High,7,8,10,10,7,7,7,8,10,7,number sequences 
S01219,Medium,Average,4,7,5,8,5,6,6,7,5,8,number sequences 
S01220,Low,High,8,6,10,8,9,10,10,9,10,9,perimeter 
S01221,High,Low,0,0,0,1,0,1,2,0,1,0,number sequences 
S01222,Low,High,5,5,6,9,9,6,9,5,8,7,number sequences 
S01223,Medium,Average,5,7,5,8,7,5,7,5,7,5,number sequences 
S01224,Low,High,7,5,6,8,9,9,9,7,9,5,perimeter 
S01225,Medium,Average,5,7,8,8,5,8,7,9,7,9,number sequences 
S01226,Medium,Average,7,7,4,4,5,4,7,4,5,8,ratio 
S01227,Medium,Low,3,2,2,4,6,6,6,3,6,6,perimeter 
S01228,Medium,Average,4,4,4,4,4,5,6,2,5,6,volume and capacity 
S01229,Low,Average,4,6,3,6,3,3,6,3,6,4,ratio 
S01230,Medium,Very High,6,2,2,3,5,6,3,2,2,5,perimeter 
S01231,Medium,Average,6,6,8,9,7,7,8,5,8,8,volume and capacity 
S01232,Low,High,5,8,5,6,5,9,5,9,7,9,number sequences 
S01233,Low,Average,3,6,5,4,5,4,7,3,4,5,number sequences 
S01234,Low,High,9,7,7,10,9,7,7,7,9,10,perimeter 
S01235,Medium,Average,8,7,8,5,7,5,7,7,7,8,fractions/decimals 
S01236,Low,High,9,7,7,10,6,10,7,7,10,6,indices 
S01237,High,Low,1,5,4,4,2,5,4,2,2,4,number sequences 
S01238,High,Average,3,2,2,4,2,0,3,0,4,1,algebra 
S01239,Medium,Low,6,6,8,7,9,9,8,5,9,5,volume and capacity 
S01240,Medium,Very High,4,6,6,4,6,7,5,4,7,4,number sequences 
S01241,High,Low,3,1,1,3,3,1,1,4,3,4,perimeter 
S01242,Medium,Average,4,5,4,7,5,6,5,5,6,5,number sequences 
S01243,Medium,High,7,5,4,4,3,6,6,7,5,3,indices 
S01244,Low,Average,7,3,7,5,7,6,5,5,3,4,perimeter 
S01245,Medium,Average,7,8,4,5,8,6,7,7,4,4,ratio 
S01246,Medium,High,4,3,2,5,2,2,5,4,3,3,ratio 
S01247,Medium,Average,6,7,5,6,6,9,7,7,6,9,ratio 
S01248,High,Average,3,0,0,0,3,1,3,0,0,0,perimeter 
S01249,Low,High,9,5,5,6,9,7,5,7,8,8,perimeter 
S01250,Medium,Average,8,5,5,4,7,4,8,7,6,5,fractions/decimals 
S01251,Low,Very High,9,10,6,7,7,9,6,6,6,10,ratio 
S01252,Medium,High,5,6,8,4,4,8,8,8,5,6,fractions/decimals 
S01253,Low,Very High,9,10,7,10,8,7,8,8,10,8,ratio 
S01254,High,Average,3,2,0,1,1,1,0,1,0,1,ratio 
S01255,Low,High,7,5,5,5,9,6,6,9,9,7,perimeter 
S01256,High,High,7,6,7,7,7,7,7,5,4,4,area 
S01257,Medium,Average,6,5,9,5,9,7,8,7,5,8,perimeter 
S01258,Medium,Average,6,2,3,3,3,2,2,3,5,2,perimeter 
S01259,High,Low,4,2,3,5,2,5,5,3,2,5,perimeter 
S01260,Low,High,10,9,9,7,8,8,10,7,8,8,fractions/decimals 
S01261,Low,High,8,9,9,6,8,9,10,6,7,10,fractions/decimals 
S01262,Medium,Average,5,7,8,4,8,7,7,5,6,7,fractions/decimals 
S01263,Low,High,8,7,9,8,6,6,6,10,7,8,indices 
S01264,High,Low,2,4,6,4,6,5,6,2,5,3,number sequences 
S01265,Low,Average,6,6,5,5,4,8,5,5,4,6,indices 
S01266,Low,Average,7,6,9,7,8,7,5,6,6,8,angles 
S01267,Low,High,7,8,9,9,10,6,10,6,7,6,algebra 
S01268,High,High,3,4,3,4,4,6,7,3,6,5,number sequences 
S01269,Low,High,6,6,7,8,8,9,7,8,10,6,number sequences 
S01270,High,Average,3,1,3,0,2,2,2,3,0,3,fractions/decimals 
S01271,Low,Average,5,6,6,8,7,6,6,6,7,9,number sequences 
S01272,Low,High,7,8,10,9,9,10,8,10,7,7,number sequences 
S01273,Low,Average,4,4,3,2,3,5,6,5,4,3,fractions/decimals 
S01274,High,Average,4,2,3,2,4,4,2,2,6,5,perimeter 
S01275,Low,Very High,7,6,8,9,9,5,8,5,8,6,algebra 
S01276,Medium,Average,6,3,4,6,5,6,5,7,7,5,perimeter 
S01277,Low,High,8,6,7,8,10,6,9,9,7,7,perimeter 
S01278,High,Low,0,3,0,0,0,0,3,2,3,1,number sequences 
S01279,Low,Average,7,6,5,8,7,6,8,7,4,5,area 
S01280,Medium,Very High,5,7,4,8,4,7,5,8,5,6,ratio 
S01281,Medium,Average,5,8,7,5,9,7,6,5,7,9,number sequences 
S01282,Medium,High,8,9,8,5,9,7,6,5,7,6,fractions/decimals 
S01283,Medium,Low,8,8,5,5,5,9,8,7,5,6,ratio 
S01284,Low,High,8,7,9,6,10,8,10,7,6,7,fractions/decimals 
S01285,High,Low,2,1,2,3,1,0,2,0,3,1,algebra 
S01286,Low,Low,9,5,9,6,8,5,5,8,5,5,perimeter 
S01287,Medium,Average,8,7,8,8,5,7,9,5,5,9,indices 
S01288,Low,High,6,6,10,10,7,10,9,10,10,10,number sequences 
S01289,Low,Low,3,6,5,6,2,4,2,3,5,2,indices 
S01290,Medium,High,6,7,9,6,9,8,9,8,8,8,number sequences 
S01291,Low,Average,6,8,6,9,5,7,6,9,5,9,indices 
S01292,High,Low,4,2,3,2,2,5,2,5,1,4,area 
S01293,Low,Average,4,3,4,5,2,2,6,3,4,6,indices 
S01294,High,Average,3,3,1,2,1,2,4,3,2,4,ratio 
S01295,High,Low,4,3,5,1,2,5,5,2,5,1,fractions/decimals 
S01296,High,Average,1,4,2,4,5,3,3,3,2,5,number sequences 
S01297,High,Low,2,1,4,1,3,0,3,1,1,2,algebra 
S01298,Low,High,6,10,10,10,7,6,10,8,8,9,number sequences 
S01299,Medium,Average,4,4,4,8,8,4,6,5,5,7,number sequences 
S01300,High,High,8,5,6,6,6,6,8,6,9,6,perimeter 
S01301,Low,Average,7,6,5,4,8,7,4,6,5,8,fractions/decimals 
S01302,High,Average,5,1,3,5,2,5,3,4,2,1,perimeter 
S01303,Medium,Average,3,2,4,5,4,5,3,2,5,6,perimeter 
S01304,Medium,Very High,3,2,6,2,2,6,4,4,5,5,perimeter 
S01305,Medium,Average,4,5,5,4,5,8,6,4,5,4,number sequences 
S01306,Medium,Average,6,6,6,3,6,4,3,3,6,7,fractions/decimals 
S01307,Low,High,8,7,10,10,10,8,8,8,10,7,perimeter 
S01308,Medium,Average,3,4,7,5,4,5,5,6,5,7,number sequences 
S01309,High,Low,2,0,2,2,3,0,2,1,3,1,perimeter 
S01310,Medium,High,6,5,4,3,5,3,6,2,4,3,volume and capacity 
S01311,Medium,Average,7,7,3,7,7,6,5,6,6,6,ratio 
S01312,High,Average,3,0,4,0,0,4,4,0,0,0,perimeter 
S01313,Medium,Average,5,5,6,7,4,4,4,7,8,5,indices 
S01314,High,Average,2,2,5,2,4,3,3,3,3,2,number sequences 
S01315,High,Low,4,3,2,5,2,6,4,4,5,4,ratio 
S01316,High,Low,2,2,3,2,0,1,0,1,1,0,indices 
S01317,Medium,High,7,7,5,7,5,5,7,6,5,5,ratio 
S01318,Low,Very High,6,9,8,7,10,8,6,10,7,8,number sequences 
S01319,High,Low,6,2,3,5,6,6,6,2,3,3,perimeter 
S01320,High,Low,4,4,3,6,2,4,2,2,2,6,indices 
S01321,Medium,High,5,5,4,4,5,6,8,5,7,4,ratio 
S01322,Medium,Average,8,6,6,6,4,4,5,8,8,4,indices 
S01323,Low,Average,4,3,7,4,7,7,5,6,7,4,perimeter 
S01324,Low,High,6,9,8,5,7,9,5,5,6,5,fractions/decimals 
S01325,High,Average,3,2,1,0,1,3,0,0,3,3,fractions/decimals 
S01326,High,High,4,6,5,5,6,7,8,7,5,4,number sequences 
S01327,Low,Very High,7,7,9,10,8,10,7,10,10,8,number sequences 
S01328,High,Average,1,2,5,4,4,1,1,3,4,1,number sequences 
S01329,High,Low,1,0,1,3,0,1,0,2,3,0,perimeter 
S01330,Medium,High,6,6,4,6,3,5,6,3,2,5,area 
S01331,Medium,Low,6,5,7,9,5,6,8,5,6,8,perimeter 
S01332,Low,Average,5,4,4,4,4,5,6,5,7,6,perimeter 
S01333,High,Low,3,1,4,1,1,2,1,1,3,5,perimeter 
S01334,Medium,Low,7,5,3,6,3,6,4,3,5,4,ratio 
S01335,High,High,7,4,7,7,4,8,8,6,6,7,perimeter 
S01336,High,Low,1,0,1,2,0,3,1,4,2,2,perimeter 
S01337,Low,Average,9,9,7,5,9,8,8,5,5,6,fractions/decimals 
S01338,Medium,Average,5,4,4,5,3,6,2,3,4,4,angles 
S01339,High,Low,2,2,4,2,5,2,6,4,6,4,number sequences 
S01340,High,Low,2,2,1,3,4,1,1,0,2,3,volume and capacity 
S01341,Medium,High,5,6,7,5,8,5,5,7,9,9,number sequences 
S01342,Medium,Average,4,3,5,4,6,3,3,2,3,2,volume and capacity 
S01343,Medium,Low,2,3,4,6,5,4,4,3,6,6,number sequences 
S01344,Medium,Very High,8,8,8,4,8,4,7,4,5,7,fractions/decimals 
S01345,Medium,Low,5,5,7,8,8,8,4,6,5,7,angles 
S01346,High,Average,5,6,2,6,4,6,5,5,3,2,ratio 
S01347,Medium,Low,4,6,5,6,7,6,6,8,5,6,number sequences 
S01348,Low,Average,3,7,7,3,4,7,3,6,5,6,number sequences 
S01349,High,Average,6,6,6,2,5,3,2,4,3,3,fractions/decimals 
S01350,High,Low,4,3,3,1,0,4,1,4,3,0,indices 
S01351,Medium,Average,7,6,6,5,6,4,7,4,4,4,algebra 
S01352,High,High,3,4,5,2,2,4,3,6,3,3,fractions/decimals 
S01353,Medium,Low,5,4,3,6,6,2,4,2,6,5,algebra 
S01354,Low,High,6,9,6,7,8,9,9,8,7,8,number sequences 
S01355,Low,Very High,10,7,10,7,8,10,9,10,10,7,perimeter 
S01356,Low,Low,4,5,6,8,7,8,7,8,8,4,number sequences 
S01357,High,Average,2,3,3,5,1,1,3,2,2,1,indices 
S01358,Low,Very High,7,10,8,9,8,10,9,8,8,10,number sequences 
S01359,Medium,High,6,7,6,4,7,3,7,3,6,7,algebra 
S01360,Medium,High,4,4,4,3,7,4,7,6,7,5,fractions/decimals 
S01361,High,Low,0,2,3,4,3,4,0,0,0,1,number sequences 
S01362,High,Low,4,4,3,3,1,0,2,4,4,0,algebra 
S01363,Medium,Low,6,3,7,5,3,5,7,4,4,5,perimeter 
S01364,Low,Average,6,7,5,5,7,9,6,8,8,8,ratio 
S01365,High,Low,4,1,3,3,4,0,0,3,2,2,algebra 
S01366,Medium,High,8,4,4,7,5,8,5,8,7,7,perimeter 
S01367,High,Average,3,2,6,5,2,5,6,2,2,2,perimeter 
S01368,Low,Very High,7,10,7,10,8,10,9,8,10,10,number sequences 
S01369,High,Low,4,1,1,1,2,2,4,3,3,1,perimeter 
S01370,Medium,Very High,4,7,6,8,5,4,8,6,6,7,number sequences 
S01371,Medium,Low,8,8,9,7,9,7,7,6,6,8,volume and capacity 
S01372,Low,High,8,9,10,8,10,9,8,9,10,10,number sequences 
S01373,Medium,Very High,2,2,2,2,3,2,3,5,2,6,number sequences 
S01374,High,Average,4,5,5,1,5,4,5,1,1,5,fractions/decimals 
S01375,Low,Low,5,2,4,6,6,3,5,6,5,4,perimeter 
S01376,Medium,Low,9,5,6,9,5,6,8,9,9,6,perimeter 
S01377,Medium,High,9,5,6,7,5,7,6,6,6,5,perimeter 
S01378,Medium,Very High,7,5,9,8,7,8,8,7,8,9,perimeter 
S01379,High,Average,0,0,1,1,0,0,1,3,0,2,number sequences 
S01380,Medium,Very High,6,5,4,4,3,7,7,6,6,6,indices 
S01381,High,Average,2,6,4,3,2,5,3,6,4,3,number sequences 
S01382,Low,High,6,9,5,6,9,5,6,8,9,8,ratio 
S01383,Low,High,8,7,10,7,9,10,8,10,7,7,perimeter 
S01384,High,Low,3,1,0,3,2,0,2,3,3,1,ratio 
S01385,High,Average,4,3,2,6,6,2,6,6,4,6,ratio 
S01386,Low,Average,8,6,7,6,6,5,8,7,8,9,algebra 
S01387,Low,Very High,8,10,10,9,8,10,10,9,10,7,probability 
S01388,Low,Very High,8,10,10,6,8,9,7,8,10,8,fractions/decimals 
S01389,High,Average,0,2,0,0,4,0,0,1,1,2,number sequences 
S01390,Medium,Average,6,7,5,7,7,3,6,4,5,4,algebra 
S01391,Low,High,10,7,6,7,9,10,8,9,7,6,ratio 
S01392,Medium,Very High,7,7,6,6,5,8,6,6,5,5,indices 
S01393,Low,Average,2,3,4,6,2,2,3,2,2,2,number sequences 
S01394,Low,Very High,10,9,9,10,7,10,7,10,8,7,indices 
S01395,Medium,Average,2,6,5,4,2,3,3,4,5,5,number sequences 
S01396,High,Low,6,6,4,3,2,5,4,2,6,4,indices 
S01397,High,High,7,4,6,4,5,7,8,4,4,7,perimeter 
S01398,Medium,Low,7,3,4,7,5,5,6,4,3,7,perimeter 
S01399,Low,High,9,8,5,8,9,9,8,7,8,8,ratio 
S01400,High,Low,2,2,4,2,2,0,4,4,3,0,algebra 
S01401,High,Average,1,2,1,5,4,2,2,5,4,4,number sequences 
S01402,Medium,High,8,5,7,7,5,8,4,5,6,7,angles 
S01403,Medium,High,3,4,6,7,6,6,7,6,3,4,number sequences 
S01404,Medium,Low,6,6,2,3,6,4,6,6,4,2,ratio 
S01405,High,Average,2,0,4,4,0,2,0,0,3,3,perimeter 
S01406,Medium,High,4,6,6,8,7,8,4,8,5,7,number sequences 
S01407,Medium,Average,6,5,5,6,3,7,5,7,4,5,indices 
S01408,Low,Average,8,7,4,7,7,4,8,7,5,5,ratio 
S01409,High,Average,2,4,1,4,2,1,2,3,3,3,ratio 
S01410,Medium,High,5,4,6,6,3,5,5,2,5,2,volume and capacity 
S01411,Low,High,9,10,9,10,10,9,7,9,10,10,angles 
S01412,High,Low,2,1,1,0,0,0,1,2,1,3,fractions/decimals 
S01413,High,Low,3,5,6,5,4,5,2,4,2,6,angles 
S01414,Medium,High,5,5,4,5,8,7,8,4,8,6,ratio 
S01415,Low,High,7,10,9,10,10,10,10,7,9,7,number sequences 
S01416,High,Low,3,1,3,3,5,5,4,2,1,1,perimeter 
S01417,Low,Average,8,8,7,8,9,8,7,8,9,6,probability 
S01418,Medium,High,2,3,4,6,5,3,3,4,5,2,number sequences 
S01419,Medium,Very High,8,8,5,6,8,8,7,5,5,8,ratio 
S01420,Low,Low,3,6,3,5,2,4,4,2,3,6,indices 
S01421,High,Average,3,0,3,4,2,1,1,4,2,0,perimeter 
S01422,Low,High,8,5,5,7,5,7,5,9,5,8,perimeter 
S01423,Medium,Very High,7,8,9,5,5,7,7,5,9,7,fractions/decimals 
S01424,Low,Average,3,6,5,5,4,4,3,5,6,6,number sequences 
S01425,Medium,Average,5,3,7,5,6,7,6,4,3,4,perimeter 
S01426,Medium,Average,8,9,8,5,6,8,5,5,8,5,fractions/decimals 
S01427,Low,High,7,8,9,7,7,9,9,7,6,9,area 
S01428,Medium,Very High,7,7,7,5,3,7,4,5,4,3,indices 
S01429,High,Low,2,3,3,2,6,3,3,5,6,3,number sequences 
S01430,Low,High,7,7,7,9,9,9,8,9,6,7,area 
S01431,High,Average,4,3,6,4,2,4,2,2,3,4,indices 
S01432,High,Low,0,3,1,2,0,2,0,1,2,2,number sequences 
S01433,Medium,Very High,7,8,9,7,7,6,8,6,6,6,algebra 
S01434,High,Low,4,2,3,1,2,3,4,4,3,5,fractions/decimals 
S01435,Medium,High,5,8,5,8,8,4,5,8,7,4,algebra 
S01436,Medium,High,7,8,9,7,7,6,9,8,7,6,algebra 
S01437,Medium,Average,3,4,6,4,3,5,2,4,3,4,angles 
S01438,Medium,Average,6,3,2,2,2,6,4,6,6,6,ratio 
S01439,Medium,Average,6,5,4,3,6,5,4,5,2,2,area 
S01440,Medium,Average,5,6,5,6,5,3,7,7,5,4,algebra 
S01441,Medium,Very High,5,5,5,6,3,4,2,3,3,2,angles 
S01442,Medium,Very High,2,4,5,5,6,5,5,4,6,4,number sequences 
S01443,Medium,Very High,7,3,5,3,7,3,3,7,5,6,perimeter 
S01444,Medium,Low,6,5,6,5,3,6,6,3,7,7,indices 
S01445,Medium,Average,3,5,6,5,7,6,4,5,7,4,number sequences 
S01446,Medium,High,5,9,8,7,6,6,7,7,5,7,number sequences 
S01447,Medium,Low,5,5,4,6,4,5,8,8,5,8,ratio 
S01448,High,Low,2,2,6,3,2,6,3,3,5,2,number sequences 
S01449,High,Average,1,0,3,0,0,2,0,0,3,0,perimeter 
S01450,Medium,High,4,3,5,7,4,4,6,6,6,7,perimeter 
S01451,Low,Average,8,9,7,8,9,5,5,6,8,8,algebra 
S01452,Medium,Average,2,4,4,3,6,2,3,6,2,5,number sequences 
S01453,High,High,3,3,4,2,3,3,5,6,5,3,fractions/decimals 
S01454,High,Average,5,2,2,5,2,1,1,3,4,3,algebra 
S01455,Medium,Average,2,3,6,6,3,2,6,3,6,2,number sequences 
S01456,Low,Average,8,7,6,8,7,9,9,5,9,7,volume and capacity 
S01457,High,Low,3,3,2,0,3,2,2,0,3,2,fractions/decimals 
S01458,Medium,High,6,5,6,6,8,6,8,9,9,8,perimeter 
S01459,Low,Average,4,8,7,7,6,4,6,8,7,6,number sequences 
S01460,Medium,Average,6,4,3,4,4,5,5,7,7,4,ratio 
S01461,Medium,High,3,5,3,3,4,3,4,3,4,6,number sequences 
S01462,Low,High,6,10,6,6,8,6,7,7,6,8,number sequences 
S01463,High,Low,5,3,4,1,4,3,5,2,4,2,fractions/decimals 
S01464,Low,Very High,9,9,6,8,6,7,8,9,8,6,ratio 
S01465,High,High,4,6,6,4,4,5,7,3,3,4,volume and capacity 
S01466,Low,High,7,9,7,8,9,10,9,8,9,6,probability 
S01467,High,Low,3,5,3,3,2,4,2,3,6,3,indices 
S01468,Low,Very High,10,7,8,10,10,8,7,8,7,10,perimeter 
S01469,Medium,Very High,2,2,3,6,2,5,5,2,6,2,number sequences 
S01470,High,Low,2,2,3,4,4,2,4,1,1,3,volume and capacity 
S01471,High,Low,1,5,3,4,1,3,3,5,2,2,number sequences 
S01472,High,Average,0,0,3,0,1,2,0,0,1,2,number sequences 
S01473,High,High,7,6,4,7,7,5,5,7,6,7,ratio 
S01474,Low,Average,4,4,8,8,7,7,5,5,4,5,number sequences 
S01475,Medium,Very High,3,5,5,5,2,5,5,3,5,3,indices 
S01476,Low,Very High,10,6,9,8,6,9,6,6,10,9,perimeter 
S01477,High,Low,1,3,2,2,0,0,3,0,1,3,indices 
S01478,Low,Average,7,7,9,9,6,7,9,5,7,5,volume and capacity 
S01479,Medium,Low,6,7,5,5,6,3,6,6,4,5,algebra 
S01480,Medium,Low,2,3,6,5,6,4,6,4,2,6,number sequences 
S01481,Low,Low,3,7,6,6,5,6,3,4,3,3,number sequences 
S01482,Low,Average,9,7,5,5,8,8,5,5,5,8,ratio 
S01483,Low,High,10,10,10,10,9,10,8,7,9,10,volume and capacity 
S01484,High,Low,3,0,0,3,0,2,0,2,0,0,perimeter 
S01485,Medium,High,5,4,7,8,7,8,4,4,8,7,perimeter 
S01486,Medium,Low,8,6,6,4,6,4,5,5,6,5,fractions/decimals 
S01487,High,Average,4,3,2,4,3,3,1,2,4,4,angles 
S01488,Medium,High,5,9,9,8,6,7,5,8,8,9,number sequences 
S01489,Medium,High,7,8,5,5,6,6,6,5,9,8,ratio 
S01490,High,Average,1,4,2,4,3,2,3,2,1,1,number sequences 
S01491,Medium,Average,6,7,5,7,6,8,5,4,8,4,volume and capacity 
S01492,Medium,Average,4,5,5,5,5,3,6,4,5,6,algebra 
S01493,Low,High,7,10,10,8,10,7,6,8,10,10,angles 
S01494,Medium,High,7,4,3,3,3,4,6,4,7,5,ratio 
S01495,Medium,High,2,4,3,5,6,4,6,4,4,3,number sequences 
S01496,Medium,Average,5,8,8,9,9,9,5,8,9,8,number sequences 
S01497,High,High,6,4,6,4,2,5,3,2,2,4,indices 
S01498,High,Low,2,5,5,3,2,1,2,5,2,3,algebra 
S01499,Medium,Average,6,5,4,4,8,7,7,7,4,8,ratio 
S01500,Low,Very High,9,10,9,7,8,9,10,10,9,8,fractions/decimals 
S01501,Medium,Average,6,7,7,7,4,5,4,7,6,8,indices 
S01502,Medium,High,7,6,6,8,8,4,6,6,6,6,algebra 
S01503,Low,Average,8,7,7,5,9,7,8,7,5,8,fractions/decimals 
S01504,Medium,High,9,5,5,5,6,7,7,5,8,8,perimeter 
S01505,Medium,High,4,6,7,4,6,6,6,4,4,3,probability 
S01506,Low,Very High,6,5,7,9,7,7,8,5,6,5,perimeter 
S01507,Medium,High,5,4,6,5,5,4,6,8,7,6,perimeter 
S01508,High,Average,1,2,4,3,2,4,0,3,4,0,angles 
S01509,High,Low,3,4,6,5,2,3,4,3,2,6,indices 
S01510,High,Average,1,1,4,4,1,2,2,0,1,2,volume and capacity 
S01511,High,High,8,8,8,4,6,8,7,6,6,8,fractions/decimals 
S01512,Medium,Average,2,3,5,2,4,4,3,6,4,6,number sequences 
S01513,High,Low,2,1,3,0,2,2,1,0,0,3,fractions/decimals 
S01514,Medium,Average,6,6,8,8,7,6,8,8,8,5,probability 
S01515,High,High,8,6,5,6,8,7,4,4,4,7,angles 
S01516,High,High,6,4,3,4,6,3,2,6,5,2,angles 
S01517,Medium,High,2,5,6,5,4,4,6,2,6,5,number sequences 
S01518,Medium,Average,2,4,6,6,5,2,2,2,3,4,number sequences 
S01519,Medium,Low,3,4,3,7,6,3,6,3,5,5,number sequences 
S01520,High,High,7,3,6,4,5,3,3,4,6,6,perimeter 
S01521,Medium,Average,7,3,5,4,3,7,4,7,3,7,perimeter 
S01522,High,Low,2,6,5,5,5,5,5,6,3,6,number sequences 
S01523,Medium,Average,2,5,6,6,2,3,4,3,3,4,number sequences 
S01524,Medium,Average,8,5,8,6,9,8,5,8,5,9,perimeter 
S01525,Low,Average,4,3,4,4,4,2,2,5,4,3,algebra 
S01526,High,Low,3,6,6,2,5,2,3,5,3,4,fractions/decimals 
S01527,High,Average,0,2,1,0,0,0,0,0,3,2,number sequences 
S01528,Low,Average,5,5,9,9,9,7,5,7,6,7,number sequences 
S01529,High,Average,2,0,0,1,3,0,0,3,3,0,perimeter 
S01530,Medium,Low,2,3,4,3,5,3,3,4,4,6,number sequences 
S01531,Low,High,5,5,6,6,6,8,5,7,9,5,number sequences 
S01532,High,Average,2,1,4,1,5,2,4,4,2,3,perimeter 
S01533,Medium,Very High,7,9,9,6,6,5,7,6,8,9,algebra 
S01534,High,Average,0,2,0,3,0,0,1,3,2,0,number sequences 
S01535,Low,High,7,9,7,10,7,8,10,7,10,10,number sequences 
S01536,Medium,Average,8,6,5,8,6,8,5,4,5,8,volume and capacity 
S01537,Low,Average,4,5,3,2,4,4,2,5,3,2,fractions/decimals 
S01538,High,Average,3,0,0,0,0,0,1,3,3,0,perimeter 
S01539,Medium,Average,7,6,5,5,6,3,4,5,7,3,algebra 
S01540,Medium,High,2,2,4,5,4,2,6,4,5,3,number sequences 
S01541,Medium,Low,5,4,8,6,8,5,4,4,6,6,perimeter 
S01542,Low,Very High,8,10,10,7,10,10,7,10,10,10,fractions/decimals 
S01543,Low,High,7,6,6,7,9,8,8,10,6,9,perimeter 
S01544,High,Low,4,2,3,0,0,4,1,3,2,4,fractions/decimals 
S01545,Medium,Average,6,2,3,2,2,6,6,4,5,4,perimeter 
S01546,Low,Average,6,5,3,6,7,5,6,4,3,3,ratio 
S01547,Medium,High,4,6,5,4,6,4,2,2,5,2,angles 
S01548,High,Low,3,6,4,2,3,6,3,6,6,6,fractions/decimals 
S01549,Medium,Average,8,9,7,6,8,5,5,5,5,8,algebra 
S01550,Low,High,10,10,8,10,8,10,8,7,10,10,volume and capacity 
S01551,High,Average,2,5,4,3,5,1,3,4,2,2,algebra 
S01552,Low,Very High,7,5,7,8,8,8,8,7,8,7,perimeter 
S01553,High,Low,4,2,6,5,2,4,3,5,3,6,perimeter 
