No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area arks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject
2075,14,M,2,159,40,2,3.960101549560406,320,177,2,9,683,236,2,5,866,826,1,0.5322754464457695,87.16254109611634,185,2,5,2036,0,2,7,2168,97,2,0,1334.139722964193,148,1,0,1566.4892566590893,364,2,2,2435.0,335,1,54.06475824412904,25,11.387402403368762,12.869304783542379,10,figures,volume,decimals,civics,maths
2076,14,M ,2,191,40,2,3.7167097059845116,182,326,2,6,700,15,2,4,742,0,1,0.07832172254242487,0.0,190,1,7,1536,0,1,9,1358,186,2,1,1498.729500050172,397,0,2,2015.4872907476015,178,2,0,2397.367909398318,423,1,33.2208738049248,Ab,28.5,13.648583702038533,19,practicing,area,fractions,home science,home science
2077,15,M ,3,313,191,2,2.0,214,401,2,2,793,231,2,1,681,0,1,0.8879100401382702,1436.3646046952756,420,1,0,1399,62,2,1,1840,72,2,2,2104.177185627344,591,0,0,852.5008614265622,907,1,5,0.0,256,3,23.15755721439093,35,12.151341955629011,9.610632417913944,11,Only school lessons,equations,simultaneous equations,civics,buddhism
2078,14,M,3,134,40,2,2.3703290027222694,307,237,2,9,244,113,2,3,1269,595,2,0.8019310689607699,1666.7172656443277,80,1,2,0,504,2,9,1575,528,2,0,1898.5370838416047,359,1,1,1749.9922539338036,1475,2,1,2435.0,689,0,54.76014661726119,7,23.22869017811646,25.848830007281347,10,Only school lessons,area,triangles,history,tamil
2079,14,M ,3,232,75,1,3.0900983272674134,370,280,2,2,587,213,2,0,787,981,2,0.0,1609.5675322245022,497,1,3,408,0,2,4,1832,342,2,0,1049.0800366785613,224,1,2,555.1845256378906,1052,1,6,2029.3869198349855,188,1,32.82877439079937,15,18.415312512493756,19.293965585284017,21,practicing,fractions,simultaneous equations,none,home science
2080,14,M ,4,56,153,2,3.7072529809871653,271,56,2,8,160,117,2,6,1081,243,1,0.0,1858.069677537253,308,2,5,1200,528,0,5,1764,347,1,2,1165.773720274188,224,1,5,803.4356711072135,580,2,4,558.4243186283512,307,2,13.818744645835402,5,10.627430503808197,9.851917642728262,18,figures,equations,roman numbers,civics,PTS
2081,13,M,5,255,72,2,2.0,460,60,2,0,467,129,2,7,842,446,2,0.0,1183.7159727619094,625,2,3,1668,228,1,6,1321,410,2,2,990.0783618734204,9,1,0,2725.0,1252,2,0,560.120599183192,384,3,35.94826099390401,37,28.5,21.92068381451605,14,practicing,equations,volume and capacity,sinhala,home science
2082,13,F,4,148,88,2,4.660644829863944,480,254,2,4,784,314,2,0,346,539,2,1.2912937083423863,1211.9648725710708,430,2,2,730,317,1,2,1661,554,2,3,2428.0,11,0,1,2499.728754240698,648,1,1,472.8251210968655,281,1,52.16497139845598,10,10.463997563767094,32.41347749334204,13,figures,equations,none,ict,sinhla
2083,14,F,3,257,181,2,4.916754280795903,457,265,2,6,266,15,2,7,120,387,1,0.6412384661191538,0.0,0,2,7,1738,345,1,4,449,313,2,0,122.08496337617089,0,1,3,2144.923027514611,100,2,0,863.703639936516,474,0,37.47809099180395,6,13.16403420271447,31.078612398025943,14,Only school lessons,equations,simultaneous equations,maths,english
2084,14,M,2,257,180,2,3.267584172710303,577,111,2,10,243,15,2,1,847,43,2,0.0,1317.0350538995235,455,2,5,1308,45,2,5,2078,502,2,0,1484.692219196419,311,1,1,1335.218749749508,172,1,3,2435.0,506,0,35.59378047068045,23,18.88281906924491,22.018755856416572,16,Only school lessons,volume,none,home science,buddhism
2085,14,M,4,131,107,2,2.308511748079784,285,196,2,7,655,45,2,6,868,766,2,0.3819592329235039,325.1073349301979,0,2,5,1207,4,2,13,1663,243,2,0,1661.7191683401525,221,1,2,2372.592380543645,196,1,4,1384.4318552297232,521,1,39.282769197530854,5,12.128630690461206,32.62642002162921,19,practicing,Tessellation,simultaneous equations,science,tamil
2086,15,F,2,172,95,2,2.0,615,460,2,6,526,15,2,1,1003,0,2,0.0,1050.1608018185118,926,1,6,339,181,1,6,2244,72,2,1,930.0528942483354,473,1,5,2725.0,659,2,0,2435.0,347,2,45.83322179760114,2,28.5,16.881673261398717,12,Only school lessons,number sequeces,volume and capacity,dancing,tamil
2087,13,M ,4,106,145,1,5.0,544,90,2,6,277,64,2,0,662,588,1,0.44853236206050734,831.028154260772,46,2,10,2036,224,1,9,2067,356,1,0,2428.0,385,0,3,1366.6190394390762,627,2,0,2435.0,0,3,14.239380961436812,10,16.02957122942295,13.617534559875107,20,practicing,perimeter,triangle theory,history,sinhla
2088,15,M ,4,173,40,2,2.0,382,64,2,7,666,137,2,0,1741,93,1,0.0,1251.1339460642569,527,2,4,561,156,1,11,2051,515,2,1,1637.985711050465,0,1,2,959.5889859699099,785,2,0,1345.831460300455,481,1,58.86763249895695,25,19.646481924008704,26.59437356282661,19,figures,set theory,probability,maths,home science
2089,15,M,3,138,123,2,4.167877029475814,305,77,2,10,697,243,2,0,1382,777,2,0.0,958.353174263691,777,1,1,1795,543,2,10,1320,480,2,2,1789.2114660932225,290,1,1,2725.0,204,0,5,457.6956652404483,68,2,49.50834548658106,2,25.811464838020655,14.305581340273706,19,figures,probability,volume and capacity,civics,tamil
2090,14,F,2,205,166,2,3.387732630034516,256,282,2,11,438,266,2,0,218,157,1,0.5827570912642333,1452.1231041674555,55,2,6,1891,0,2,13,1374,722,2,1,2428.0,349,1,2,1525.0298471417852,380,2,5,0.0,652,2,30.180226812263125,6,19.82885424497495,37.0,10,figures,area,probability,dancing,english
2091,14,F,2,89,139,2,2.906260965331364,145,377,2,8,584,179,2,5,747,293,1,0.8734078487740722,1176.9598377440464,576,1,3,1314,465,2,10,1222,72,2,1,2140.9899183214743,0,1,0,1678.8237857813178,0,2,3,673.0277843510678,587,3,47.31070018185966,3,19.264566209102092,14.620362381581915,17,figures,fractions,decimals,civics,buddhism
2092,15,M,5,245,258,2,2.3512810493291414,312,479,1,4,1122,193,1,5,594,128,2,0.9827389759456908,777.8303546177744,636,2,7,1620,243,1,7,1793,271,2,2,1025.0478209421196,594,1,4,692.2137229803898,722,1,3,1688.171041167442,161,0,35.481842406377744,Ab ,25.779839016977807,10.053079904636704,21,practicing,set theory,none,history,PTS
2093,15,F,3,186,40,2,3.921125068798128,656,74,2,5,901,124,2,0,60,280,1,1.4683494962112282,2098.2152513872775,265,2,10,425,225,1,4,1539,88,2,0,0.0,569,1,2,2206.8944950550826,585,2,3,1920.3548542734152,223,0,18.59697591139408,5,9.228487050007756,36.03355949248491,21,Only school lessons,Tessellation,triangles,buddhism,sinhla
2094,14,M,4,94,243,1,3.892848450230237,417,203,2,6,718,268,2,0,844,805,1,0.0,752.9680059776856,455,0,4,581,416,1,5,919,472,2,0,1538.0659717238882,247,1,0,761.132665041549,0,2,7,1018.1061787964343,223,4,24.408263643202655,7,9.63536067057036,5.7505574438054,16,figures,angles,triangle theory,maths,maths
2095,15,F,6,311,337,2,3.8010538008707493,450,99,2,1,875,15,2,6,783,0,2,0.0,884.4711060947851,170,0,4,1225,176,2,5,1495,218,2,1,0.0,220,1,0,2498.063010527402,0,2,5,1779.3679909249022,247,4,50.825993864908526,2,23.395121599598742,16.401304481561354,12,figures,probability,decimals,history,tamil
2096,14,M,4,40,40,1,2.0671527009294257,863,283,2,2,327,310,2,6,784,641,1,0.0,1434.5033591770678,399,2,6,0,164,2,9,2296,72,2,0,1171.1915534956777,0,1,2,1548.5041356058464,425,2,3,1448.9913529450305,255,3,46.07702639168024,18,16.99454248156754,10.738609996999145,18,Only school lessons,fractions,roman numbers,none,tamil
2097,15,F,5,247,157,2,5.0,372,577,1,11,734,200,2,2,870,0,2,0.8995957460533388,971.3314375173447,7,2,11,547,289,1,13,2188,84,2,1,1059.8986208742474,212,1,2,2533.4768167154516,324,1,3,2435.0,494,2,51.77635656119013,18,28.5,12.274651161489322,19,figures,percentages,fractions,dancing,science
2098,14,F,5,178,281,2,2.0,190,56,2,10,450,160,2,2,0,746,2,0.5096133669615157,976.0438399279107,153,2,0,715,204,2,13,1695,134,2,0,113.37488770904247,0,1,3,1806.1094885947844,792,2,6,1052.0215509410057,505,1,62.5,69,24.145664549489158,32.19791996666738,17,figures,equations,area,sinala,history
2099,15,M ,5,114,135,2,4.513864155201548,449,56,2,7,265,307,2,3,1711,628,2,0.0,1441.2350072705196,31,0,0,1828,343,2,7,2428,126,2,0,634.3942084076681,242,1,1,1438.1082675607313,307,2,6,1357.839692105378,108,3,53.69873400153593,18,11.886891496203567,5.175299943195723,20,practicing,perimeter,triangle theory,ict,geography
2100,14,M ,4,139,140,2,3.97253432645182,163,236,2,7,272,127,2,7,709,179,0,2.116210354007526,0.0,85,2,2,338,526,2,5,1502,268,2,0,0.0,118,1,2,981.8969641164557,541,2,7,929.284051884758,575,4,6.0,3,21.93657575891597,27.130029054095523,21,figures,fractions,none,home science,home science
2101,14,M ,3,127,46,2,3.467979201354031,654,211,2,8,215,255,2,4,257,328,1,0.0,1453.4478691318964,326,1,1,706,540,2,6,437,356,2,0,1423.15886614013,404,1,2,1677.3403025116677,278,1,6,50.22648783405771,434,2,20.887137774843218,69,28.5,7.322091833304899,13,figures,set theory,set theory,sinhala,history
2102,15,F,3,199,165,2,3.312662611512522,240,314,2,7,408,182,2,0,993,455,2,0.437629692956024,2210.0,328,0,8,809,196,1,6,1898,425,2,4,860.0914747858546,611,1,0,1541.049708644585,934,2,4,241.83283331498137,372,3,29.245487390605987,42,28.5,21.458877871400517,21,Only school lessons,perimeter,triangles,maths,science
2103,14,M,2,107,77,2,3.8598099647062014,558,197,2,5,779,15,1,5,605,724,2,0.13535336859587738,800.8670335827754,421,2,2,900,504,2,10,953,72,1,1,906.0788615640563,428,0,0,234.89197381463055,0,2,3,2435.0,414,3,27.423137778819076,78,23.07127549443677,14.76937945841395,15,Only school lessons,equations,none,maths,health
2104,14,M,3,163,168,1,2.0,585,56,2,7,755,185,2,5,734,273,1,1.030484059808475,2017.4464203011112,578,0,9,54,152,0,10,1853,188,2,2,2034.0457845280812,0,1,4,1821.354618435867,1063,2,3,997.8232298101263,652,2,45.4148840263363,18,15.367565066562952,26.252004001481446,18,Only school lessons,area,geometry,health,tamil
2105,13,F,5,201,40,2,3.3117666229107106,414,56,2,8,352,178,2,0,774,0,2,0.0,1554.6280994734177,445,1,3,1543,103,2,7,1082,647,2,0,844.156379524413,271,0,6,2185.402758276805,498,2,8,334.18620639309074,432,4,57.49034523577842,39,18.31136741712501,15.513412722056465,11,figures,area,triangles,buddhism,home science
2106,13,M ,3,150,40,2,3.339923453353974,333,85,2,4,279,237,2,4,327,501,1,0.8729522287867542,1777.3457986999697,299,0,7,0,331,1,11,1509,72,2,2,807.5495317834534,296,1,3,509.8848834813248,606,1,5,1259.76233447692,184,2,19.690029447366975,2,21.15157117044862,9.438738519286787,18,Only school lessons,set theory,roman numbers,history,buddhism
2107,14,M ,3,285,130,1,3.796028163707551,159,253,2,9,595,68,2,4,342,843,2,0.0,1589.7883101939897,0,1,4,2036,0,0,5,1613,72,2,1,1688.71683377344,0,1,1,1703.5861685519612,0,2,3,661.6894809881317,274,0,6.0,35,12.450478216410868,3.719507606192524,21,Only school lessons,fractions,decimals,none,none
2108,14,M ,2,40,217,2,4.578533056387915,358,56,2,6,767,50,2,0,1741,450,2,0.0,1265.170909257485,247,2,7,1359,206,1,9,1358,133,2,0,0.0,531,1,1,1241.2277435427457,191,1,3,1620.248483746512,448,2,42.959763044423816,3,19.390386413573765,29.134373910881635,20,Only school lessons,equations,volume and capacity,sinhala,sinhla
2109,14,M ,4,154,108,2,3.5613180398501134,110,140,2,4,547,236,2,8,0,709,2,1.675290648776699,301.2162238828862,211,1,0,1440,391,2,10,2431,687,2,0,669.0411245974499,375,1,3,1868.5060224019157,388,0,2,1699.8955611570136,53,1,6.0,3,22.566781249721448,23.857195748328827,18,practicing,number sequeces,percentages,maths,sinhla
2110,13,M,2,215,187,2,2.6796788215206746,182,393,2,9,373,142,2,7,0,206,1,0.0,766.6758679968693,529,2,9,1346,0,1,12,1371,112,2,2,665.446484326733,374,1,0,2311.916758146662,1304,1,0,2435.0,457,1,38.66841107419971,78,28.5,5.628911278160771,21,practicing,probability,circle theory,sinhala,buddhism
2111,14,M ,5,171,40,2,3.8561833267765957,110,116,2,5,503,141,2,5,457,841,2,0.0,183.49419573348598,118,2,1,998,197,2,0,1367,154,2,0,2428.0,0,0,3,1418.854119839635,343,1,5,1465.3246659184076,224,3,62.5,25,24.122486470086507,5.873811758787349,21,figures,equations,decimals,ict,home science
2112,13,M ,3,60,175,2,4.100904670372079,319,66,2,11,959,15,1,7,381,784,2,0.00040690514339769557,1361.3362860166872,22,1,6,2036,508,1,9,910,72,2,1,1330.0987814791229,745,1,0,1724.4792820275193,0,2,3,220.25865619449428,137,1,40.63103426304483,8,10.459859224262157,17.01383451514996,20,figures,area,area,science,science
2113,15,M ,3,179,296,2,4.583669269918952,110,131,2,3,545,338,2,4,424,212,2,0.7415774633942391,1471.8065037049644,221,2,1,984,40,2,13,2431,277,2,2,513.9833899781732,0,1,1,1839.963416440105,601,2,10,1692.3028099072483,485,2,29.870866705910654,39,7.508356276689012,14.210614743742973,17,Only school lessons,equations,probability,home science,sinhla
2114,15,M,3,202,146,2,2.6926611313356354,110,143,2,7,888,70,2,3,1018,0,2,0.0,1232.9695337603614,874,2,8,1089,280,2,11,125,324,2,2,1471.7671990142398,0,0,2,1245.078422403417,486,1,0,2435.0,17,4,20.450260511028386,6,20.01321669999407,23.434158201501653,18,figures,number sequeces,volume and capacity,home science,PTS
2115,15,M ,2,177,181,2,3.4188687828183473,476,291,2,7,339,575,2,10,1183,723,1,0.0,268.5150915848128,56,1,6,1038,201,2,12,1185,72,2,1,280.81852279362715,488,1,1,1839.848742012564,629,2,0,2435.0,304,2,25.67458475167963,78,24.900086970445763,4.165652003982384,15,Only school lessons,probability,triangle theory,buddhism,maths
2116,14,M,3,143,214,2,2.0,358,169,2,8,583,211,2,0,1159,557,2,0.0,1233.8816574632829,0,2,6,1521,425,2,0,1530,578,2,1,912.867822150632,651,0,0,1830.9309964296178,1248,1,4,2435.0,0,0,41.42089768970234,15,18.110731550114075,29.37258919021813,20,Only school lessons,fractions,decimals,none,tamil
2117,14,M,5,139,172,2,3.2197344169028352,353,56,2,5,504,15,2,4,205,161,2,0.6757997324522068,108.62035727302134,612,2,6,1104,489,1,7,1301,250,2,1,0.0,199,1,1,2585.4579552693654,594,2,0,2184.5020065993167,198,4,16.629864419100045,25,9.454693560757459,11.701685614575176,16,figures,probability,roman numbers,health,health
2118,15,F,3,185,171,2,3.341160999239668,338,56,2,5,586,137,2,0,964,650,2,0.0,1286.803119685687,0,1,6,1505,545,2,7,1417,657,2,0,1331.2567190589607,447,1,0,1669.6502099459422,15,1,0,1708.7871670984132,0,1,23.13298784980306,37,25.971956366794526,10.054515825904435,13,Only school lessons,fractions,area,buddhism,history
2119,15,M ,5,41,220,2,4.688976299721181,506,56,2,10,806,15,2,3,1057,507,1,0.0,2160.4277088106433,322,0,1,1091,385,1,9,448,521,2,2,1587.1706060037573,0,1,0,1987.7929674628786,402,0,9,2435.0,656,1,43.23740688307448,39,18.238426007642055,25.61033605595523,14,practicing,equations,geometry,ict,science
2120,15,M,3,48,99,2,5.0,175,56,2,5,283,137,2,2,57,0,2,1.4406144540461163,381.3080771398103,560,1,0,387,0,2,5,1610,167,1,4,1555.8411707055084,264,0,2,2204.6248686004083,10,2,2,1774.597844659607,319,0,34.09514704605064,9,13.568181916952053,3.0,15,Only school lessons,set theory,percentages,home science,sinhla
2121,15,M,2,248,136,1,2.0,258,415,2,5,511,254,2,5,1059,572,2,0.912031233514496,910.62873571656,242,0,9,1488,327,1,1,1830,333,2,3,2428.0,580,0,2,1592.858007582716,77,2,4,0.0,0,2,43.25126135604576,10,15.679579464357847,12.300861403644632,18,Only school lessons,set theory,set theory,buddhism,science
2122,15,M,3,185,160,1,2.0,110,158,2,7,365,56,2,11,243,355,2,0.2871818260053528,501.24819920857874,323,1,5,1124,0,1,9,2431,454,2,0,1369.8920815225572,451,1,2,1904.5432489594732,0,1,6,2435.0,610,3,47.03690440986823,15,28.5,20.990827523573515,15,practicing,probability,set theory,civics,buddhism
2123,14,F,3,227,199,2,4.369647604838313,377,56,2,6,160,150,2,5,1741,1002,1,2.439595300448396,820.3935699140599,0,2,6,398,545,2,9,1248,485,2,2,624.2933053943096,328,1,6,2265.5829268327298,318,1,0,2059.3940851756056,0,1,44.081415544016934,18,24.01981431270727,34.95542548080033,16,practicing,Tessellation,triangles,none,science
2124,15,M ,2,139,99,2,4.248398368388694,266,381,2,8,528,80,2,0,1424,94,2,0.47656315632606666,252.12496240476162,479,1,5,464,340,2,4,859,72,2,3,1672.9697750808477,2,1,2,927.7894736808607,818,1,1,1342.5552457154656,253,1,35.05509049193787,37,15.280999353377126,21.68205123880272,17,practicing,decimals,set theory,none,history
2125,14,M ,3,169,109,2,4.512659363373309,358,56,2,1,517,141,2,1,564,511,2,0.755602311641298,1362.7653767075549,264,1,9,1409,76,2,5,2200,404,2,1,2247.0563619720333,568,1,0,1208.5168284935285,289,2,5,2435.0,503,0,31.127242020905324,6,17.30789065302216,20.96763552699997,15,Only school lessons,equations,circle theory,none,PTS
2126,15,F,2,126,83,2,2.7061694581030538,546,362,2,9,597,97,2,6,988,35,2,0.43045377758642434,98.92245246617574,192,2,2,1204,362,1,11,2049,380,2,0,943.868922317331,0,1,0,1650.5137695788057,694,1,7,1957.6270469245558,527,1,6.0,37,28.433271506792554,14.726314176560246,10,figures,fractions,geometry,ict,home science
2127,14,M ,3,43,184,1,2.22167474131468,110,158,2,5,628,179,2,2,0,159,2,0.0,635.4855393118244,630,1,1,199,292,2,13,2102,443,2,0,2012.0761247757018,250,1,2,0.0,1140,2,0,1206.6535195918018,764,2,62.5,20,15.188634128017132,28.121162851857832,15,figures,percentages,area,ict,sinhla
2128,14,M ,2,46,114,2,3.359847135671179,452,220,2,3,409,357,1,4,913,0,2,0.0,693.6239816740883,349,2,1,925,286,2,5,1117,292,2,0,1141.525883649306,37,1,2,2390.0896300418262,597,1,1,807.9261911167945,307,2,9.249196892797354,28,9.0684490665641,19.184173341282698,15,practicing,percentages,geometry,home science,PTS
2129,15,M,3,76,40,2,4.325654575441859,260,56,2,11,513,162,2,2,1741,296,2,0.0,513.5333187724784,132,2,6,650,421,2,2,1989,72,1,0,1308.7273676455786,126,1,1,347.93847754187755,210,1,7,718.7809635642005,293,4,53.35021091658455,35,18.42614456966468,23.007753486454376,10,figures,probability,roman numbers,home science,health
2130,13,M ,3,40,235,1,2.7524622050767786,529,139,2,7,950,262,2,7,913,419,2,1.0618620774678678,357.527760030609,0,2,8,701,0,1,4,1684,709,2,1,1168.3875854413084,217,1,3,2616.290707737021,0,2,6,2435.0,237,2,47.71051218645005,18,7.426070230454062,19.9753219395877,14,practicing,number sequeces,roman numbers,sinala,home science
2131,14,M ,4,63,112,2,3.7110595525221286,490,306,2,10,215,164,1,1,412,566,1,1.0565610867009847,0.0,446,2,7,1413,342,2,13,2431,72,2,0,1146.3978759718354,412,1,2,1241.4517879434698,0,1,0,754.4852087795585,517,4,36.37120062627832,5,19.03180744643684,26.423465328930696,21,practicing,percentages,fractions,health,science
2132,15,M ,4,263,299,1,3.76705802141556,233,194,2,4,511,104,2,0,0,55,2,0.505028272627418,820.1182636302265,294,2,6,747,0,2,13,1489,72,2,1,2366.624652061866,135,1,0,0.0,586,2,9,2435.0,324,3,12.970762273231227,35,2.0,3.0,18,figures,probability,set theory,buddhism,history
2133,15,M ,3,183,78,2,2.0,426,56,2,5,301,27,2,1,0,756,2,0.8486385964349044,1987.155235097432,200,2,1,2036,153,2,6,1542,286,2,2,1971.8962399554634,0,0,1,2057.563089514994,82,2,2,2114.1796447034944,252,1,44.73329213599778,Ab,2.0,4.2202147511218175,17,figures,equations,set theory,civics,home science
2134,13,M,2,91,332,2,2.196980938915642,560,127,2,6,540,204,1,0,1224,0,2,0.0785658217472025,1892.5188640872543,0,2,4,214,348,1,6,1045,72,2,1,1431.6234910687951,377,1,0,1443.0582710466333,0,2,2,96.91716514027735,673,2,43.382998142743,40,10.05740847192013,6.773268422572119,21,practicing,perimeter,area,maths,none
2135,14,M,5,175,222,2,3.0667417839857745,110,264,2,9,242,15,2,8,1083,0,1,0.5727117553565548,1356.3114660171727,543,0,9,530,83,2,8,1697,466,1,0,1632.442157476532,0,1,2,2135.9169819335298,931,2,1,0.0,285,2,33.00160596948088,10,15.625543216068959,18.45510440453579,20,figures,equations,set theory,maths,home science
2136,15,M,4,89,248,2,3.111051752893122,616,56,2,6,401,327,1,4,1225,331,1,0.952391268649774,555.9570054155936,529,2,5,1196,420,0,12,2431,525,2,1,2428.0,245,1,0,1884.6023965430245,282,2,2,220.61974200032546,553,4,45.11518192350321,6,15.826096551268359,9.433120501254722,19,Only school lessons,area,set theory,ict,history
2137,14,M ,3,191,119,2,3.262978979720753,549,131,2,6,714,231,2,5,746,528,2,0.21438461184650467,948.4472863799751,488,1,3,748,259,2,4,1973,242,2,1,2428.0,193,0,0,2106.8787566410997,72,2,1,474.9842219037853,716,4,8.990038247454894,28,28.5,3.0,14,Only school lessons,fractions,decimals,ict,maths
2138,13,F,5,180,130,2,2.0,547,56,2,3,264,32,1,0,822,625,2,0.21415722535747458,1471.7816950909146,118,2,1,1502,419,1,5,1622,483,2,0,955.7874999163886,46,1,2,1506.673179084022,0,2,8,753.9439140369421,405,4,21.889506818745343,42,19.179938157679896,3.0,18,practicing,angles,percentages,health,health
2139,14,M,3,214,40,1,2.8506918446258496,328,66,2,7,640,15,2,2,365,16,2,0.0,709.8783205536422,194,2,10,1004,66,1,0,1510,340,2,0,2132.044527450965,842,1,2,1414.3431663704669,332,0,3,2014.6722934272068,505,2,54.93274345252249,7,28.5,30.383417407169404,20,practicing,Tessellation,fractions,sinhala,health
2140,14,M ,5,183,193,1,3.8504251142945214,358,259,2,2,716,183,2,0,569,538,2,1.3912987712638258,1156.9879543080574,5,0,5,649,302,2,12,1622,333,2,3,1043.3328150092625,221,1,0,2315.99502379777,311,2,5,698.6338057937403,390,3,56.948571190976594,15,5.42332285141412,15.624707373721417,19,practicing,equations,none,english,health
2141,13,M ,4,155,154,2,3.3425785316267924,579,245,2,0,160,195,2,5,980,402,2,0.5031607279133371,1440.8448372138403,363,1,3,2036,474,1,13,2018,370,2,2,0.0,443,1,3,1757.6196238005518,0,2,1,1666.4595691122465,570,1,21.225136772111295,10,11.097759659248382,27.15821692721016,18,practicing,equations,roman numbers,english,none
2142,15,F,4,40,56,2,3.297623520086251,257,135,2,7,352,230,2,3,277,265,2,0.0,1301.2143678160191,17,0,7,1064,384,0,8,780,159,1,0,1068.80966322421,351,1,1,1466.8300748446475,63,0,2,2368.1810770188326,562,3,54.97966175543438,25,14.08464669214797,25.870424700579733,21,figures,angles,fractions,buddhism,sinhla
2143,14,M ,2,159,225,2,4.178750848869659,156,306,2,5,380,89,2,1,1152,441,2,0.0,819.9438372639088,481,2,12,449,129,1,3,1553,388,2,2,2040.9018141122615,878,1,0,1479.0785486060233,0,2,0,2435.0,597,2,61.59299831446458,23,12.850486156682173,19.203101970549426,19,figures,area,probability,health,tamil
2144,13,M ,3,288,97,2,2.728238835972786,683,403,2,8,950,15,2,2,812,647,2,1.3886105724093443,851.3870403436665,51,1,3,787,129,1,5,1579,483,2,2,2428.0,377,0,0,1425.2828123783545,132,2,7,2435.0,32,3,36.27496945420173,18,28.5,7.977699856597306,21,Only school lessons,angles,fractions,history,english
2145,15,M,2,196,75,1,2.4688089320238897,240,156,2,11,160,78,2,2,882,270,2,0.9917523105577788,1630.2534201119497,479,1,5,1020,55,2,13,1973,544,2,0,0.0,690,1,2,2725.0,1086,2,5,0.0,484,4,36.603868948347156,42,19.081100977804432,19.653481724273753,16,Only school lessons,percentages,percentages,sinala,maths
2146,13,F,5,138,297,2,3.373526723460942,309,257,2,8,373,274,2,0,856,133,2,0.0,1007.7937205262348,245,1,10,857,399,2,2,1374,318,2,0,1598.1472334793737,426,0,1,80.592379756416,477,1,4,691.197488022272,311,3,6.0,20,26.26805922081978,8.929294884543639,17,practicing,percentages,geometry,health,history
2147,15,F,3,174,151,1,2.0,438,368,2,10,425,52,2,3,686,590,2,0.17666976929234524,1169.9849738141916,68,1,9,1791,536,1,9,1526,661,2,2,2123.322386915096,0,0,2,0.0,0,1,2,2435.0,325,0,50.87192561964586,9,25.505986638433228,21.566088927524902,17,practicing,area,decimals,ict,english
2148,14,M ,3,264,175,2,5.0,315,204,2,3,650,15,2,1,0,17,1,0.195269116428202,881.7948860297727,172,1,0,701,600,2,13,1843,248,2,0,523.6648891169644,481,0,2,2149.4017316713675,321,1,5,548.739867566547,424,4,19.40240905234401,25,2.0,18.59830461056286,19,Only school lessons,decimals,geometry,history,maths
2149,15,M ,5,267,146,2,4.240340981345198,282,184,2,4,702,304,2,4,1398,0,2,2.099855942626762,490.8956321020057,504,1,8,1685,561,1,9,1277,72,2,2,1009.4371383167498,480,1,5,2725.0,0,1,1,2435.0,281,4,48.15116654409882,Ab,27.808268105502712,3.0,18,figures,area,area,civics,history
2150,14,M ,3,57,252,2,5.0,508,116,2,6,1223,185,2,6,825,0,2,0.09210693365731296,1015.9993340358781,623,2,3,1743,204,2,13,0,72,2,0,1277.9061637975674,125,1,5,1876.5803623821694,240,1,0,958.4952674563712,178,4,62.5,6,21.89759571232734,7.531044324752484,17,Only school lessons,perimeter,none,none,maths
2151,15,M,4,211,139,2,2.8626976360043406,411,107,2,5,702,210,2,5,0,704,2,0.6889853614949504,426.63245537863634,175,2,5,1263,276,2,4,890,524,2,2,1554.3885105324857,0,1,0,2725.0,171,1,2,2435.0,571,3,57.44569112485042,7,17.501774169798995,16.910597526116618,20,practicing,fractions,simultaneous equations,maths,home science
2152,13,M ,3,40,82,2,2.8168911683239166,653,56,2,1,515,240,2,11,848,272,1,2.675115047723189,2176.8146936417934,601,2,9,499,334,1,7,1134,72,2,1,46.0229387736631,376,1,4,2372.062867115534,723,1,7,713.1284302521225,730,4,41.846041092222514,10,15.467613131370076,7.507014811889389,14,practicing,equations,simultaneous equations,buddhism,science
2153,14,F,3,159,40,1,2.511995403665205,550,171,2,4,160,245,1,2,1700,357,2,0.8523369309954065,1860.137435205493,488,1,4,806,0,1,4,2121,234,2,0,0.0,0,1,3,1518.146744517756,0,2,0,1327.9656809918802,152,2,20.61321991008272,42,7.203607490748658,3.0,21,Only school lessons,fractions,triangles,buddhism,health
2154,14,F,4,214,236,2,3.1565080801262466,353,56,2,1,837,99,2,2,1272,643,1,0.588189919652377,1224.6527752917036,0,2,1,1367,425,1,7,1196,867,2,3,2349.9346077004066,76,1,2,1519.8682310220913,0,1,8,801.6152281377007,0,3,37.6363344516718,2,4.851981212107184,8.315001908247185,15,Only school lessons,number sequeces,percentages,sinhala,history
